fid;name;latitude;longitude;gebied;domeinen;website;koepels;initiatief_type;location_type
143;Arboretum Pendrecht;51.86983333;4.470083333;Pendrecht;Groen;https://www.facebook.com/ArboretumPendrecht/   en  http://www.vitaalpendrecht.nl/;;plek;point
144;Cultuurwerkplaats Tarwewijk - Binnentuin;51.89488889;4.49325;Tarwewijk;Groen;https://www.facebook.com/cultuurwerkplaatstarwewijk en https://vakmanstad.nl/vakmanstad-op-de-akker/;;plek;point
145;Buurttuin Mijnsherenlaan;51.891851;4.489307;Tarwewijk;Groen;https://www.nieuwsbrievenrotterdam.nl/nieuwsbrief/?accessible=&id=028f4d5b-df5b-455a-8c28-a1aac4fa0052&idc=30805&ida=67357#name30805;;plek;point
146;Hof van Bas;51.89234552;4.478373357;Tarwewijk;Groen;Instagram @hofvanbas en  https://www.houseofhope.nl/;;plek;point
147;Tiny House Community de Kleine Burg;51.87309;4.50361;Zuiderpark;Groen;www.dekleineburg.nl;;plek;point
148;Veldentuin of Bornerveldtuin;51.871515;4.482882;Zuidwijk Slinge;Groen;https://www.skar-ateliers.nl/locaties/bornerveld/;;plek;point
150;Stadsherder (bij Buurttuin);51.90675;4.441722222;Bospolder;Groen;https://www.facebook.com/lorenzo.bertolotto.5;;plek;point
151;Huis van de toekomst binnentuin;51.91201518;4.442942173;Bospolder;Groen;https://www.huisvandetoekomst.org/;;plek;point
152;Bollenpandje Buitenboel;51.90930556;4.44425;"Bospolder; Tussendijken";Groen;https://nl-nl.facebook.com/HetBollenpandjeBoTu/;;plek;point
153;Park 1943 - actieve bewoners;51.91297222;4.439444444;"Bospolder; Tussendijken";Groen;www.delfshavencooperatie.nl/park-1943;;plek;point
154;De Nieuwe Tuin;51.90827778;4.460944444;Delfshaven;Groen;www.facebook.com/DeNieuweTuinRotterdam;;plek;point
155;Havenstraattuin;51.90529622;4.45241662;Delfshaven;Groen;;;plek;point
156;Pluktuin Lange Dijkstraat;51.906456;4.451512;Delfshaven;Groen;;;plek;point
157;Schat van Schoonderloo;51.90613889;4.453055556;Delfshaven;Groen;http://www.schatvanschoonderloo.nl/;;plek;point
158;Tuin op de Pier;51.90136111;4.459833333;Schiemond;Groen;www.tuinopdepier.nl;;plek;point
159;Spoortuin - De;51.92302778;4.456833333;Middelland;Groen;www.instagram.com/spoortuin/  –  https://huizemiddelland.nl/locaties/de-spoortuin;;plek;point
160;Graaf Florisstraat: Regentuinen;51.91952778;4.457472222;Middelland;Groen;www.graafflorisstraat.nl;;plek;point
161;Graaf Florisstraat (vereniging ter bevordering);51.91933333;4.457472222;Middelland;Groen;www.graafflorisstraat.nl;;plek;point
162;"Paleistuin Wijkpaleis 
";51.91508333;4.460388889;Middelland;Groen;https://www.wijkpaleis.nl/;;plek;point
163;Het Dierenlandje;51.91938889;4.461527778;Middelland;Groen;www.facebook.com/Dierenlandje;;plek;point
164;Palet;51.91122222;4.458388889;Middelland;Groen;www.madeby.works;;plek;point
165;Dorpsplein Marconistraat;51.913139;4.421158;Nieuw Mathenesse;Groen;https://overmathenesse.nl/correspondent/dorpsplein-marconistraat;;plek;point
166;Mathenesse aan de Maas;51.913216;4.418521;Nieuw Mathenesse;Groen;https://www.mathenesseaandemaas.nl/nieuws/9hp9y6n5rridwjans4f7mts22fcbwl;;plek;point
167;Voedseltuin Rotterdam;51.90869444;4.43275;Nieuw Mathenesse;Groen;www.voedseltuin.com;;plek;point
170;Tidemanplein - Tidemantuinieren;51.91741667;4.448416667;Nieuwe Westen;Groen;https://www.ad.nl/rotterdam/hoe-een-dieptepunt-in-de-tidemanstraat-de-bewoners-juist-met-elkaar-verbond~a4bc0add/;;plek;point
171;De Omscholing;51.91405556;4.451861111;Nieuwe Westen;Groen;http://www.omscholing.net/about/;;plek;point
172;Nozepandje (Nozemapandje);51.91522904;4.452501701;Nieuwe Westen;Groen;https://www.facebook.com/Nozepandje-590173391003418;;plek;point
173;Heemtuin (besloten binnentuin);51.91516667;4.453555556;Nieuwe Westen;Groen;;;plek;point
174;Vlondertuin Mouterbrug;51.90613889;4.448444444;Oud Delfshaven;Groen;;;plek;point
175;Spoordijk Spangen;51.917859;4.429363;Oud Mathenesse;Groen;www.facebook.com/natuurlijkspangen;;plek;point
176;Buurttuin Oud Mathenesse;51.914189;4.422672;Oud Mathenesse;Groen;http://buurttuin.info/;;plek;point
177;Schiemond Vergroent;51.90332;4.442454;Schiemond;Groen;https://www.instagram.com/schiemond_vergroent/;;plek;point
178;Voedselbos Borgerstraat;51.920298;4.435932;Spangen;Groen;https://explorer.land/p/project/rotterdam-food-forest/site/33h16Q/about;;plek;point
180;Wallisblok Spangen ;51.9175;4.441138889;Spangen;Groen;;;plek;point
181;Staringtuin ;51.91851393;4.438120837;Spangen;Groen;http://www.studiojoostvandijk.nl/staringtuin/;;plek;point
182;Blauwe Vos;51.91778692;4.439180043;Spangen;Groen;;;plek;point
183;Bellamyplein Waterplein - buurtkas op;51.91633333;4.433694444;Spangen;Groen;;;plek;point
184;Nieuwe Buren;51.91575;4.434333333;Spangen;Groen;;;plek;point
186;Afrikaanderwijk Cooperatie;51.89883333;4.500444444;Afrikaanderwijk;Groen;http://wijkcooperatie.org/;;plek;point
187;Afrikaanderwijk Botanische Tuin;51.89966667;4.502916667;Afrikaanderwijk;Groen;http://btarotterdam.nl/btarotterdam.nl/en/home-2/;;plek;point
188;In de Roos Bloemhof ;51.89463889;4.500055556;Bloemhof;Groen;http://platformbinnentuinen.nl/tuinen/in-de-roos/;;plek;point
190;Buurttuin de Regenboog;51.89691667;4.498;Bloemhof;Groen;http://groeneloper010.nl/groene-plekken-in-feijenoord/regenboog.html;;plek;point
191;Moskeemoestuin;51.913608;4.506151;Feijenoord;Groen;https://stichtingsccf.nl/;;plek;point
192;Nassautuintjes;51.91382;4.506139;Feijenoord;Groen;groenegolfopzuid.net;;plek;point
193;Hefpark;51.91227778;4.500777778;Feijenoord;Groen;www.hefpark.nl;;plek;point
194;Stampioen Dwarsstraten;51.91211111;4.504388889;Feijenoord;Groen;3071 TN;;plek;point
195;FijnOord Buurtmoestuin;51.89830556;4.5145;Hillesluis;Groen;https://www.facebook.com/profile.php?id=100006816977821;;plek;point
196;Driehoek (De) (coll. Binnentuin);51.90055556;4.483194444;Katendrecht;Groen;http://platformbinnentuinen.nl/tuinen/;;plek;point
197;Tuin van Katendrecht - De;51.900492;4.480309;Katendrecht;Groen;https://www.dehavenloods.nl/nieuws/algemeen/53918/een-liefdesverklaring-aan-de-tuin-van-katendrecht;;plek;point
198;Laankwartier II (coll. Binnentuin);51.93713889;4.583722222;Katendrecht;Groen;http://platformbinnentuinen.nl/tuinen/laankwartier-ii/;;plek;point
199;Locomotieftuin;51.90475;4.50675;Kop van Zuid;Groen;https://www.facebook.com/locomotief.tuin.3/;;plek;point
200;Natuurtuin - Villa Zebra;51.911447;4.497172;Kop van Zuid;Groen;https://www.villazebra.nl/;;plek;point
201;De Overtuin;51.90108333;4.508694444;Kop van Zuid;Groen;https://overmaas-wonen.nl/al-gebouwd/overtuin/;;plek;point
202;Halfrondplantsoen;51.911222;4.498847;Kop van Zuid;Groen;;;plek;point
203;Oranjeboomtuin;51.90816667;4.506805556;Kop van Zuid;Groen;http://www.transformism.org/posts/view/1;;plek;point
204; The Orange Tree Garden;51.909798;4.504745;Kop van Zuid;Groen;https://www.cbkrotterdam.nl/en/agenda/the-orange-tree-garden-in-time-2021/;;plek;point
205;Rotterdamse Munt;51.90855556;4.505805556;Kop van Zuid;Groen;www.rotterdamsemunt.nl;;plek;point
206;Hof aan de Hef;51.914;4.496166667;Noordereiland;Groen;;;plek;point
207;De Tuinen van Tante Nino;51.91418319;4.496820419;Noordereiland;Groen;https://www.tantenino.org/about;;plek;point
208;Ons Park;51.91486111;4.49725;Noordereiland;Groen;https://rotterdamseparken.nl/site/parken/ons-park/;;plek;point
209;Oeverloos;51.88086111;4.550416667;Feijeroord;Groen;https://tussentuin.nl/tuinen/oeverloos;;plek;point
210;Witte Paard Eetbare tuin;51.88553;4.51161;Vreewijk;Groen;www.hetwittepaardrotterdam.nl;;plek;point
211;Tuinen Keurings Commissie Vreewijk - stichting;51.88542;4.51161;Vreewijk;Groen;https://www.facebook.com/groups/831639797396172/ en https://www.rijnmond.nl/nieuws/1849109/tuinkeuring-vreewijk-stopt-na-100-jaar-zelfs-in-de-oorlog-ging-het-door;;plek;point
212;Drrroomland Buurt- en Nutstuinencomplex;51.96061111;4.514472222;Hilligersberg Noord;Groen;http://drrroomland.nl;;plek;point
213;CSA Tuinderij de Stadsboerin;51.968383;4.470014;Schiebroek;Groen;https://stadsboerinrotterdam.nl/;;plek;point
214;Natuurtalent (Talentfabriek010);51.96838889;4.471;Schiebroek;Groen;https://www.facebook.com/natuurtalent010;;plek;point
215;Voorplanters Rotterdam;51.96811373;4.469844991;Schiebroek;Groen;https://www.instagram.com/voorplantersrotterdam/;;plek;point
216;Gedenkbos Schiebroekse Park;51.96839126;4.467937209;Schiebroek;Groen;3053 JV;;plek;point
217;Tuimeltuin;51.96916667;4.474333333;Schiebroek;Groen;http://www.vtvlusthof.nl/component/tags/tag/6-kantine;;plek;point
218;Landje aan de Rotte;51.94455556;4.486888889;Terbregge;Groen;https://www.facebook.com/landjeaanderotte;;plek;point
219;Buurttuin Beverwaard ook Tropische tuin;51.89401741;4.572315143;Beverwaard;Groen;;;plek;point
220;Kasteeltuinen Beverwaard;51.897128;4.570886;Beverwaard;Groen;https://nl-nl.facebook.com/KasteeltuinenBeverwaard/;;plek;point
221;Energiehuistuin;51.882215;4.54145;Hordijkerveld;Groen;https://duurzaam010.nl/events/tuindag-bij-het-energiehuis/  of zie https://duurzaam010.nl/thema/energiehuis/;;plek;point
222;Tuin van de wijk Lombardijen;51.87340201;4.529173769;Lombardijen;Groen;groengoedrotterdam.com;;plek;point
223;Buitenplaats Brienenoord;51.89977778;4.535222222;Oud-IJsselmonde;Groen;https://www.buitenplaatsbrienenoord.nl/;;plek;point
224;Boomgaard de Groenx;51.87858333;4.563055556;Reyeroord;Groen;;;plek;point
225;Pelgrimskerk;51.88286111;4.54925;Reyeroord;Groen;https://www.kerkinijsselmonde.nl/pelgrimskerk/;;plek;point
226;Esch - wijktuin de;51.91411111;4.52225;De Esch;Groen;http://www.deeschdwl.nl/wijktuin-de-esch/;;plek;point
227;Groenwaarde - stichting / Bloemenweide;51.909528;4.522789;de Esch;Groen;https://www.buurtcollectiefdeesch.nl/groenwaarde/;;plek;point
228;Edible EUr;51.91619444;4.526611111;Kralingen Oost;Groen;https://www.eshub.nl/edible-eur/?fbclid=IwAR2TaVLcB-x11WWjrUUv-u_maO1ap4owFzgWCBVzowtamv8RwbY41bXe3tg;;plek;point
229;Lambertuskerktuin;51.920514;4.513628;Kralingen Oost;Groen;https://www.lambertuskerk-rotterdam.nl/kerktuin.html;;plek;point
230;Voedselbos Kralingen;51.927412;4.505414;Kralingen West;Groen;http://www.voedselboskralingen.nl/;;plek;point
231;Smoes Buurtmoestuin ('s Moes);51.927375;4.504337;Kralingen West;Groen;https://www.zelfdoeninzh.nl/vrijwilligerswerk-doen/stadstuinierenstadslandbouwvoedselbos/buurtmoestuin-s-moes-rotterdam/;;plek;point
232;Heemtuin Kralingse Bos;51.94202778;4.514555556;Kralingen West;Groen;https://www.hetkralingsebos.nl/blog/de-heemtuin;;plek;point
233;Tuin van Tante Stien ;51.93183333;4.487944444;Oud Crooswijk;Groen;http://doornroos.je/tuinen/tuin-van-tante-stien/  en http://platformbinnentuinen.nl/tuinen/tuin-van-tante-stien/;;plek;point
234;Drijvende tuin Buizengat;51.91869629;4.513716427;Struisenburg;Groen;https://rdamsenieuwe.nl/nieuws/de-wereld-veranderen-met-drijvende-eilanden/  zie ook https://tijdschriftdetuin.nl/drijvende-eilanden-in-rotterdam/;;plek;point
235;Klimaatplein Maasboulevard;51.91891667;4.507333333;Struisenburg;Groen;Eric van Ulden vanuit STEK de stadstuinwinkel  ;;plek;point
236;Dakgaard;51.92680556;4.479083333;Agniesebuurt;Groen;https://rotterdamseparken.nl/site/parken/station-hofplein-dakgaard/  of https://rotterdamsmilieucentrum.nl/2017/02/08/groen-op-het-spoor-dakgaard-op-een-treinstation/;;plek;point
237;ZOHO Regentuin Vijverhofstraat;51.928302;4.478748;Agniesebuurt;Groen;https://rotterdamsweerwoord.nl/plekken/regentuin-zoho/;;plek;point
238;Banierhof zelfbeheer;51.93091667;4.471277778;Agniesenbuurt;Groen;https://twitter.com/IBalkema/status/1392554738743451650;;plek;point
239;Zoho tuin;51.92948511;4.479117103;Agniessebuurt;Groen;;;plek;point
240;Tuin van de Wijk Ammerooiseplein;51.930037;4.474772;Agniessebuurt;Groen;https://rotterdamsweerwoord.nl/weerberichten/opening-tuinvandewijk-ammersooiseplein/;;plek;point
241;Helend Hof;51.93035;4.471980114;Agniessebuurt;Groen;;;plek;point
242;Shirley's Straatpark;51.931173;4.474223;Agniessebuurt;Groen;https://www.burokruisbestuiving.nl/plekken;;plek;point
243;Rembrandt kinderhof;51.93066667;4.480083333;Agniessebuurt;Groen;http://platformbinnentuinen.nl/tuinen/rembrandt-kinderhof/;;plek;point
244;VTV de Schout ;51.9305;4.472416667;Agniessebuurt;Groen;;;plek;point
245;Oogst Met Mij Mee Tuin;51.93119444;4.473277778;Bergpolder;Groen;https://www.noorderzon010.nl/bewonersinitiatieven-rotterdam-noord/groente-verbouwen-bij-oogst-met-mij-mee/;;plek;point
246;Vredestuin Noord;51.939235;4.466955;Bergpolder;Groen;www.groengoedrotterdam.com;;plek;point
247;Bloembinderij Geschikt (coll. Binnentuin);51.9335;4.463666667;Bergpolder;Groen;http://platformbinnentuinen.nl/tuinen/bloembinderij-geschikt/;;plek;point
248;Groene T van Noord;51.936988;4.467032;Bergpolder;Groen;https://degroenet.nl/;;plek;point
249;Savornin Lohmanlaan - Tuiniergroep de;51.93619444;4.467055556;Bergpolder;Groen;https://www.facebook.com/TuiniergroepDeSavorninLohmanlaan/;;plek;point
250;Pluspunt Buurttuin (Noord beheer parkje);51.93361111;4.460694444;Blijdorp;Groen;www.pluspuntrotterdam.info;;plek;point
251;Waelheul - collectieve binnentuin;51.93066667;4.46825;Blijdorp;Groen;http://platformbinnentuinen.nl/tuinen/waelheul/;;plek;point
252;Gordelwegtuinen;51.93511111;4.456027778;Blijdorp;Groen;http://gordelwegtuinen.nl/;;plek;point
253;Schepenstraat zelfbeheer;51.92747222;4.463277778;Blijdorp;Groen;https://schepenstraat.info/;;plek;point
254;Eendracht - Binnenhof woongebouw de;51.93269444;4.454944444;Blijdorp;Groen;https://rijksmonumenten.nl/monument/524318/woningcomplex-de-eendracht/rotterdam/;;plek;point
256;Eeuwige Moes;51.92894444;4.456305556;Blijdorp;Groen;https://www.facebook.com/Eeuwige-Moes-Rotterdam-106228127615947/;;plek;point
257;Daltonveld;51.93136111;4.448861111;Blijdorpse Polder;Groen;https://blijdorpnieuws.nl/het-daltonveld/;;plek;point
258;Muizengaatje;51.94136111;4.4795;Liskwartier;Groen;www.studionatuurinclusief.nl/het-muizengaatje/;;plek;point
259;Voedselbos Ackersdijkstraat;51.938315;4.471839;Liskwartier;Groen;https://explorer.land/p/project/rotterdam-food-forest/site/BBY5BF/about;;plek;point
260;Pluktuin Liskwartier;51.93913889;4.474361111;Liskwartier;Groen;https://www.facebook.com/#!/pages/Pluktuin-Liskwartier/140698322773626?fref=ts;;plek;point
261;Bergwegplantsoen - buurttuin;51.93877778;4.477611111;"Liskwartier; Oude Noorden";Groen;www.groengoedrotterdam.com;;plek;point
262;Tuin van de Koning;51.93663889;4.474527778;Liswartier;Groen;https://www.detuinvandekoning.nl/;;plek;point
263;Hofdijk Binnentuin ;51.92825;4.483277778;Oude Noorden;Groen;https://www.facebook.com/BinnentuinHofdijk  http://www.platformbinnentuinen.nl/tuinen/binnentuin-hofdijk/;;plek;point
264;Heliport stadstuin;51.92672222;4.482083333;Oude Noorden;Groen;https://www.watersensitiverotterdam.nl/verhalen/anonieme-plek-naar-groene-stadstuin/;;plek;point
265;Binnentuin Noordsingel-Jacob Catsstraat;51.930696;4.48007;Oude Noorden;Groen;;;plek;point
266;Tuin van Noord;51.93241667;4.477583333;Oude Noorden;Groen;http://www.tuinvannoord.nl/;;plek;point
267;FonTUIN;51.93930556;4.479694444;Oude Noorden;Groen;https://www.facebook.com/deFontuin?fref=ts;;plek;point
268;Ruivenstraat Voedselbos;51.938375;4.483777;Oude Noorden;Groen;https://explorer.land/p/project/rotterdam-food-forest/site/IAVkGV/about;;plek;point
269;Wolpark (Wolstraat);51.93430556;4.4875;Oude Noorden;Groen;https://www.havensteder.nl/Nieuws/2531/havensteder-en-maas-wijkontwikkeling-zetten-handtekening-onder-ontwikkelplan-32-noord;;plek;point
270;De Blokkentuin;51.93569444;4.485944444;Oude Noorden;Groen;https://www.region-lab.nl/?portfolio=blokkentuin;;plek;point
271;Hooglandstraat Droomstraat;51.93786111;4.480861111;Oude Noorden;Groen;https://www.vantienenarchitectuur.nl/portfolio/droomstraat-vrijstraat-hoogland-rotterdam/;;plek;point
272;Louwerslootplein zelfbeheer;51.93688889;4.481416667;Oude Noorden;Groen;;;plek;point
273;Zoemdak;51.93753565;4.480513728;Oude Noorden;Groen;;;plek;point
274;Bloklandtuin (Groen Goed);51.93566667;4.485583333;Oude Noorden;Groen;www.groengoedrotterdam.com;;plek;point
275;Kinderparadijs Meidoorn;51.9355;4.483722222;Oude Noorden;Groen;www.groengoedrotterdam.com;;plek;point
276;Wilgenplantsoen;51.93516667;4.485111111;Oude Noorden;Groen;www.groengoedrotterdam.com;;plek;point
277;Schoonoordtuin;51.93669444;4.478722222;Oude Noorden;Groen;http://platformbinnentuinen.nl/tuinen/schoonoordtuin/  zie ook http://www.schoonoordtuin.nl/index.htm en http://www.bvschoonoord.nl/ (nog actief?);;plek;point
278;Tuin op de Hofbogen;51.92713889;4.478888889;Provenierswijk;Groen;www.groengoedrotterdam.com;;plek;point
279;Onze Tuin ;51.92855556;4.46975;Provenierswijk;Groen;http://platformbinnentuinen.nl/tuinen/onze-tuin/;;plek;point
280;Heultuin;51.929939;4.469868;Provenierswijk;Groen;https://www.facebook.com/media/set/?vanity=noord010inbeeld&set=a.936725415125273;;plek;point
281;Ungertuin;51.92925;4.471694444;Provenierswijk;Groen;;;plek;point
282;Buurttuin Zuster Hennekenplein;51.926752;4.473989;Provenierswijk;Groen;;;plek;point
283;Kleinpolder Pleinpark - stichting werkgemeenschap;51.93088889;4.438805556;Kleinpolder;Groen;https://kleinpolderpleinpark.nl/;;plek;point
284;Kleinpolderpark;51.931342;4.438661;Kleinpolder;Groen;http://kleinpolderpleinpark.nl/#stichting;;plek;point
285;Klein Poldertje - Natuurspeeltuin;51.935872;4.431946;Kleinpolder;Groen;https://m.facebook.com/Gebied.Overschie/posts/1971686066245140;;plek;point
286;Sleutelring schoffelploeg;51.9328975;4.428786043;Kleinpolder;Groen;https://www.instagram.com/p/C8OjTfEoAyf/;;plek;point
287;Verstegen Voedselbos;51.924632;4.423737;Kleinpolder;Groen;https://verstegen.nl/nieuws/verstegen-plant-een-voedselbos-in-de-spaanse-polder-in-rotterdam/;;plek;point
288;Stichting de Achtertuin;51.94483333;4.428777778;Landzicht;Groen;https://www.wijkconnect.com/rotterdam/overschie/organisaties/2332/stichting-de-achtertuin;;plek;point
289;Veerhuiseiland;51.94186111;4.41775;Overschie;Groen;;;plek;point
290;Grote Kerk Overschie;51.938928;4.419945;Overschie;Groen;https://www.stichtinggrotekerkoverschie.nl/;;plek;point
291;Buitenmuseum Overschie;51.93861111;4.419138889;Overschie;Groen;http://museumoudoverschie.nl/nl/main/het-museum/buitenmuseum.html;;plek;point
292;Tuinieren voor Ouderen Overschie - Stichting;51.94125;4.433472222;Overschie;Groen;https://tuinierenvoorouderen.jouwweb.nl/  en https://www.facebook.com/zaaienoogst;;plek;point
293;Harry's Moestuin;51.9675;4.422444444;Schieveen;Groen;;;plek;point
294;Bike Park Rotterdam;51.93722222;4.451972222;Zestienhoven;Groen;https://bikeparkrotterdam.nl/;;plek;point
295;Lage Land Voedselbos;51.942452;4.551029;Het Lage Land;Groen;https://ko-fi.com/lageland;;plek;point
296;Grasbuurtparkje Ommoord - Grasbuurt Meetup;51.956;4.546777778;Ommoord;Groen;https://www.youtube.com/channel/UCoaIV8zkkICwbSmzeH7f3Ag/videos en https://www.grasbuurtrotterdam.nl/2020/08/23/einde-bewonersiniatieven-grasbuurt-door-aanleg-brom-fietspad/;;plek;point
297;Ommoord - Wijktuin;51.96302778;4.538277778;Ommoord;Groen;https://boo.nl/wijktuin.html  en https://nl.wikipedia.org/wiki/Wijktuin_Ommoord  en https://www.facebook.com/pages/Wijktuin%20Ommoord/1418385248401334/about/?ref;;plek;point
298;Moestuinmeiden Heidebuurt;51.970106;4.545751;Ommoord;Groen;https://prinsalexander.info/nieuws/rotterdam/prinsalexander/index.php/2024/06/26/nieuwe-moestuinen-in-prins-alexander/;;plek;point
299;Ommoordse Veld;51.96716667;4.542055556;Ommoord;Groen;http://www.ommoordseveld.blogspot.nl/;;plek;point
300;Söderblomplaats Snoeptuin;51.96402778;4.541194444;Ommoord;Groen;http://wdbn.nl/projecten zie ook https://www.facebook.com/OmmoordNieuws/photos/wild-fruit-plukken-aan-de-s%C3%B6derblomplaats-in-het-najaar-van-2013-werd-in-ommoord/621856364639741/;;plek;point
301;Prinsenpark Natuurtuin ;51.93311111;4.553861111;Prinsenland;Groen;;;plek;point
302;Taka Tuka Tuin (Wollefoppengroen);51.9675;4.5695;Zevenkamp;Groen;https://www.wollefoppengroen.nl/contact/;;plek;point
303;Rozenburg Dorpstuin;51.91325;4.229166667;Rozenburg;Groen;http://www.dorpstuinrozenburg.nl/;;plek;point
305;Voedselbos Vlaardingen;51.90644;4.308109;Westwijk;Groen;https://www.voedselbosvlaardingen.nl/;;plek;point